Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
NIFTY,7615190,6070173,1545017,25.45,40636031,903008.43231,2045062.33371,2948070.76602,24078
NAM-INDIA,22233,17976,4257,23.68,33150,72547.61043,2221.67918,74769.28962,1217
POWERINDIA,80793,68626,12167,17.73,223008,77796.86311,12961.12153,90757.98464,33800
LTF,45659,39874,5785,14.51,83704,56988.54337,6594.74662,63583.29,315
IRFC,52903,48351,4552,9.41,27085,31328.63069,1491.54244,32820.17313,85
MCX,105741,96759,8982,9.28,186956,139332.22375,14354.11845,153686.3422,2973
MIDCPNIFTY,148247,136127,12120,8.9,328499,62355.72603,23492.96761,85848.69364,14867
PAYTM,81501,75155,6346,8.44,190529,114701.8018,23013.3275,137715.12931,1583
PAGEIND,42241,39159,3082,7.87,73417,24244.57113,2034.43496,26279.0061,35240
COFORGE,64735,60034,4701,7.83,106213,87738.85445,10124.54781,97863.40226,1813
360ONE,16523,15402,1121,7.28,16704,11220.9253,1118.11365,12339.03895,1180
POLICYBZR,39417,36853,2564,6.96,83288,36965.27334,6098.57503,43063.84838,1782
KAYNES,54728,51298,3430,6.69,174980,69546.06243,14758.41237,84304.4748,3823
PETRONET,28661,26964,1697,6.29,41188,29939.53557,2165.9354,32105.47097,288
BRITANNIA,37198,35008,2190,6.26,29541,39547.44033,1006.48493,40553.92527,5453
BDL,55016,52153,2863,5.49,58552,36463.94056,3206.95046,39670.89102,1349
BLUESTARCO,36208,34334,1874,5.46,18526,40548.81288,440.39684,40989.20972,1493
RVNL,49517,47027,2490,5.29,23067,26764.04269,905.54906,27669.59175,223
VOLTAS,77359,73565,3794,5.16,93667,51193.60743,3994.97171,55188.57915,1223
KFINTECH,21880,20856,1024,4.91,15536,29225.00451,641.30307,29866.30758,948
PERSISTENT,55820,53335,2485,4.66,112226,30943.13,8386.67321,39329.80321,5510
SHREECEM,24814,23716,1098,4.63,18011,19839.27398,572.0966,20411.37058,24340
GODFRYPHLP,17612,16835,777,4.62,36034,10596.47913,1877.43586,12473.91499,2117
LTM,42974,41156,1818,4.42,60577,79877.32416,3804.10329,83681.42745,4564
PNBHOUSING,23726,22738,988,4.35,31185,24201.58325,2018.91196,26220.49521,1174
ADANIENSOL,46105,44188,1917,4.34,42135,68816.95645,4537.6661,73354.62255,1540
IREDA,46625,44695,1930,4.32,16611,39543.95101,807.48172,40351.43274,113
FORCEMOT,29455,28236,1219,4.32,33288,14119.67159,833.27724,14952.94883,17837
UNOMINDA,18413,17661,752,4.26,12670,20285.27116,562.07013,20847.34129,1272
GVT&D,44221,42467,1754,4.13,61634,37822.80737,2609.21452,40432.0219,4100
SBILIFE,31951,30710,1241,4.04,22783,25955.53923,907.76602,26863.30526,1780
INOXWIND,38401,36926,1475,3.99,16089,20737.4784,788.11136,21525.58976,73
SUZLON,76623,73775,2848,3.86,24193,53347.97306,1290.16887,54638.14193,46
SONACOMS,25968,25032,936,3.74,17348,34114.32858,1828.91005,35943.23864,823
COCHINSHIP,27334,26376,958,3.63,15938,21702.08628,634.04596,22336.13224,1485
ETERNAL,119674,115508,4166,3.61,97004,106668.93575,9282.02481,115950.96056,320
NHPC,39276,37935,1341,3.53,10695,26581.0951,209.19986,26790.29496,76
COLPAL,50306,48592,1714,3.53,41327,25224.37494,1597.98267,26822.35762,1879
FINNIFTY,33061,31990,1071,3.35,49331,1644.05741,2298.30634,3942.36375,26013
BANKNIFTY,1489016,1442954,46062,3.19,4200809,306383.81204,321301.19065,627685.00269,57239
MANKIND,29696,28815,881,3.06,32609,12274.30455,1791.00275,14065.3073,2394
HINDUNILVR,127571,123800,3771,3.05,62297,68869.1001,2300.22639,71169.32649,2020
COALINDIA,110667,107396,3271,3.05,58637,49224.59545,2996.6544,52221.24985,400
TECHM,52543,51022,1521,2.98,26583,35810.62638,2140.64586,37951.27224,1589
NESTLEIND,39007,37913,1094,2.89,30316,35066.072,1524.8503,36590.9223,1465
NMDC,80552,78373,2179,2.78,26746,45598.24867,1064.56815,46662.81682,83
MAZDOCK,56039,54549,1490,2.73,42280,52391.17282,1821.84826,54213.02109,2563
POWERGRID,74196,72250,1946,2.69,32897,32427.22742,1031.36484,33458.59226,263
OFSS,34026,33140,886,2.67,34321,31338.94882,3699.72756,35038.67638,11774
TATAELXSI,38476,37512,964,2.57,27911,12799.28361,1095.67515,13894.95876,3659
PIIND,52907,51593,1314,2.55,22631,27361.8177,606.21216,27968.02986,2505
CAMS,24953,24363,590,2.42,13282,11041.55514,536.09457,11577.64971,754
NATIONALUM,58472,57211,1261,2.2,34943,39366.288,2513.84587,41880.13387,386
TCS,287238,281399,5839,2.07,210499,111999.59919,11568.79917,123568.39836,2289
ITC,243185,238350,4835,2.03,116050,85228.70512,4561.55446,89790.25959,267
SBICARD,58576,57508,1068,1.86,34106,42928.19016,1369.67184,44297.862,623
JINDALSTEL,36870,36206,664,1.83,47988,45358.68987,2757.20681,48115.89668,1115
LODHA,39134,38433,701,1.82,28609,51759.03587,1765.26031,53524.29618,1210
NAUKRI,40910,40184,726,1.81,43635,50517.47794,3285.20307,53802.68102,1378
CUMMINSIND,41949,41250,699,1.69,27190,31997.7663,1647.17768,33644.94398,5220
ICICIBANK,235168,231364,3804,1.64,135906,270858.81333,7577.40571,278436.21904,1402
WAAREEENER,82472,81169,1303,1.61,34562,40366.01401,1022.54836,41388.56237,2679
SWIGGY,89692,88297,1395,1.58,67955,96182.65215,3591.12896,99773.78112,272
GLENMARK,43538,42895,643,1.5,51439,59263.91107,3127.88782,62391.7989,2246
HAVELLS,27930,27576,354,1.28,19098,28046.1633,685.43095,28731.59425,1287
PIDILITIND,21489,21220,269,1.27,14366,21777.5962,630.95135,22408.54755,1650
ASIANPAINT,75481,74539,942,1.26,42527,31062.23305,1849.6959,32911.92895,2630
ULTRACEMCO,70384,69526,858,1.23,49208,54976.58255,1196.05907,56172.64162,11450
CDSL,52301,51687,614,1.19,25577,23934.73947,1344.63878,25279.37825,1329
FEDERALBNK,55060,54429,631,1.16,22594,49688.805,1569.8835,51258.6885,358
NIFTYNXT50,1160,1147,13,1.13,606,8466.48795,13.53314,8480.02109,73900
SOLARINDS,55421,54813,608,1.11,126703,55049.69542,8659.0938,63708.78922,19721
HYUNDAI,27998,27701,297,1.07,15984,17127.07656,642.10267,17769.17923,2174
CGPOWER,45660,45180,480,1.06,57065,35167.43386,3738.24662,38905.68048,863
INDUSTOWER,87025,86155,870,1.01,32628,123012.98158,759.85291,123772.83449,372
HCLTECH,101678,100666,1012,1.01,74096,24820.99588,4004.8602,28825.85608,1324
JIOFIN,199163,197228,1935,0.98,85488,86392.00378,3645.74864,90037.75242,243
MPHASIS,26091,25851,240,0.93,15259,15596.61903,955.53554,16552.15457,2424
NBCC,28064,27812,252,0.91,6764,16610.6005,246.52355,16857.12405,87
HINDZINC,66319,65729,590,0.9,44340,34833.6563,2640.21849,37473.87479,557
OIL,20557,20387,170,0.83,11339,10866.41318,719.61316,11586.02634,474
DLF,82305,81652,653,0.8,65545,67952.89599,3820.79265,71773.68864,669
PRESTIGE,22588,22413,175,0.78,6716,10666.15564,393.63876,11059.7944,1581
VMM,17428,17295,133,0.77,3195,4449.32016,119.80227,4569.12243,103
JSWENERGY,39295,39016,279,0.72,12464,14693.83207,367.19893,15061.031,543
APLAPOLLO,36090,35835,255,0.71,10293,19202.12028,465.80838,19667.92866,2121
RECLTD,57057,56655,402,0.71,22771,33450.81547,1217.38853,34668.204,337
IOC,49391,49053,338,0.69,13306,16758.88597,671.00328,17429.88926,136
TATASTEEL,146574,145576,998,0.69,64676,72344.7197,3394.85162,75739.57132,184
BPCL,32326,32107,219,0.68,15541,16214.07218,775.89079,16989.96297,307
LAURUSLABS,49828,49508,320,0.65,26958,84640.02024,2795.68791,87435.70815,1801
AMBUJACEM,101514,100880,634,0.63,23134,37664.21172,1589.2044,39253.41612,407
IDEA,122783,122071,712,0.58,35931,95833.42269,5336.76664,101170.18933,14
ASTRAL,33410,33224,186,0.56,27058,20440.58775,1419.40798,21859.99574,1544
DALBHARAT,14946,14870,76,0.51,10478,12392.49579,494.97763,12887.47343,1875
INDUSINDBK,71487,71222,265,0.37,17891,54074.50062,578.29338,54652.794,1016
SAIL,54409,54221,188,0.35,5045,35977.41195,46.21416,36023.62611,172
CONCOR,32540,32441,99,0.31,16136,20905.1965,774.77075,21679.96725,514
JSWSTEEL,80451,80242,209,0.26,27587,55495.84387,1672.23305,57168.07692,1285
MOTHERSON,42079,41970,109,0.26,35961,49926.7947,3647.20461,53573.99931,170
MARUTI,114524,114229,295,0.26,118533,35805.92386,4828.67006,40634.59392,13690
HDFCBANK,1034570,1032496,2074,0.2,593731,648208.37627,17029.92395,665238.30022,720
UNITDSPR,31581,31526,55,0.17,11274,13473.93976,363.05328,13836.99304,1524
BIOCON,38502,38443,59,0.15,18656,38109.06925,1294.3915,39403.46075,412
KPITTECH,45143,45092,51,0.11,29007,14629.39158,1449.33811,16078.7297,589
