Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
HDFCBANK,Stock Futures,30-Jun-2026,0,-,506184,568879,-62695,-11.02,773.3,786.6,-1.69,86709,372162.83181,772.6
NIFTY,Index Options,23-Jun-2026,24200,Call,147458,205342,-57884,-28.19,0.1,30.65,-99.67,13219283,53359.63582,23824.1
NIFTY,Index Options,23-Jun-2026,24300,Call,106511,162409,-55898,-34.42,0.1,11.55,-99.13,7206749,9321.92983,23824.1
NIFTY,Index Options,23-Jun-2026,21200,Put,13404,42226,-28822,-68.26,0.05,0.25,-80.0,168913,24.15455,23824.1
NIFTY,Index Options,23-Jun-2026,25100,Call,51916,77473,-25557,-32.99,0.05,0.85,-94.12,626297,203.54652,23824.1
NIFTY,Index Options,23-Jun-2026,24500,Call,139146,159722,-20576,-12.88,0.05,3.2,-98.44,3960686,2471.46806,23824.1
NIFTY,Index Options,23-Jun-2026,22000,Put,15360,34609,-19249,-55.62,0.05,0.45,-88.89,157148,34.7297,23824.1
NIFTY,Index Options,23-Jun-2026,23000,Put,97486,116218,-18732,-16.12,0.05,0.9,-94.44,2154343,742.17116,23824.1
NIFTY,Index Options,23-Jun-2026,24150,Call,136738,155229,-18491,-11.91,0.05,48.85,-99.9,16429485,141926.10617,23824.1
NIFTY,Index Options,23-Jun-2026,24800,Call,96576,113180,-16604,-14.67,0.05,1.35,-96.3,1727511,774.78868,23824.1
TCS,Stock Futures,30-Jun-2026,0,-,214736,230733,-15997,-6.93,2060.0,2123.4,-2.99,46403,168228.85616,2060.0
NIFTY,Index Options,23-Jun-2026,25000,Call,133354,147958,-14604,-9.87,0.05,1.0,-95.0,2001594,702.55949,23824.1
ICICIBANK,Stock Futures,30-Jun-2026,0,-,176466,190386,-13920,-7.31,1338.2,1353.7,-1.15,26130,247460.7681,1335.5
NIFTY,Index Options,23-Jun-2026,22900,Put,18848,31163,-12315,-39.52,0.05,0.7,-92.86,233470,63.73731,23824.1
HINDALCO,Stock Futures,30-Jun-2026,0,-,44453,55185,-10732,-19.45,986.4,1016.0,-2.91,21838,150982.69088,986.5
RELIANCE,Stock Futures,30-Jun-2026,0,-,205175,215895,-10720,-4.97,1304.5,1326.6,-1.67,38158,251480.299,1306.0
TRENT,Stock Futures,30-Jun-2026,0,-,62811,72845,-10034,-13.77,3148.5,3175.4,-0.85,17142,81861.19245,3139.0
JSWSTEEL,Stock Futures,30-Jun-2026,0,-,49028,58996,-9968,-16.9,1241.9,1284.3,-3.3,12525,105218.92406,1242.7
NIFTY,Index Options,23-Jun-2026,23500,Put,115277,125163,-9886,-7.9,0.05,1.75,-97.14,2981564,1259.71079,23824.1
NIFTY,Index Options,23-Jun-2026,22800,Put,15986,25674,-9688,-37.73,0.1,0.65,-84.62,207781,54.02306,23824.1
AMBUJACEM,Stock Futures,30-Jun-2026,0,-,57138,66727,-9589,-14.37,415.0,428.25,-3.09,12965,57664.36567,415.85
NIFTY,Index Options,23-Jun-2026,24750,Call,32169,41034,-8865,-21.6,0.1,1.5,-93.33,1009767,511.95186,23824.1
NIFTY,Index Options,23-Jun-2026,24250,Call,88305,96869,-8564,-8.84,0.05,18.75,-99.73,7018423,14187.74209,23824.1
NIFTY,Index Options,23-Jun-2026,25800,Call,13115,21567,-8452,-39.19,0.05,0.45,-88.89,94798,26.49604,23824.1
NIFTY,Index Options,23-Jun-2026,26000,Call,30950,39084,-8134,-20.81,0.05,0.35,-85.71,227157,45.77213,23824.1
