Symbol,Instrument,Expiry,Strike Price,Option Type,Open Interest,Open Interest.1,chng<br/>in OI,%chng<br/>in OI,LTP,Prev. Close,% CHNG in LTP,Volume,Value,Underlying value
NIFTY,Index Options,29-Sep-2026,23300,Call,64006,81031,-17025,-21.01,207.5,179.85,15.37,913640,117840.83038,23446.8
RELIANCE,Stock Futures,29-Sep-2026,0,-,210795,226503,-15708,-6.94,1249.2,1245.1,0.33,23104,144305.2736,1248.0
PFC,Stock Futures,29-Sep-2026,0,-,56654,69376,-12722,-18.34,346.75,345.8,0.27,15569,70381.53278,346.0
NIFTY,Index Options,29-Sep-2026,23350,Call,24475,35683,-11208,-31.41,170.3,149.6,13.84,1173569,123889.57183,23446.8
NIFTY,Index Futures,29-Sep-2026,0,-,239454,250474,-11020,-4.4,23455.0,23394.6,0.26,27537,419576.82177,23446.8
HINDALCO,Stock Futures,29-Sep-2026,0,-,48667,59537,-10870,-18.26,1001.3,977.1,2.48,15347,106683.44274,1003.8
BHARTIARTL,Stock Futures,29-Sep-2026,0,-,87798,97842,-10044,-10.27,1830.2,1820.7,0.52,14164,122954.39087,1833.2
TATASTEEL,Stock Futures,29-Sep-2026,0,-,71397,80315,-8918,-11.1,191.05,185.7,2.88,21122,110565.74925,190.82
JSWSTEEL,Stock Futures,29-Sep-2026,0,-,46345,54685,-8340,-15.25,1294.6,1271.6,1.81,10347,90621.71622,1297.8
BANDHANBNK,Stock Futures,29-Sep-2026,0,-,19273,27111,-7838,-28.91,191.51,184.53,3.78,19058,130905.5904,191.38
ITC,Stock Futures,29-Sep-2026,0,-,73698,80157,-6459,-8.06,269.7,265.55,1.56,10764,49942.08063,270.15
IDEA,Stock Futures,29-Sep-2026,0,-,71545,77552,-6007,-7.75,14.51,14.29,1.54,9641,99366.84649,14.52
VBL,Stock Futures,29-Sep-2026,0,-,48920,54582,-5662,-10.37,435.9,429.75,1.43,9391,52242.88428,436.15
JIOFIN,Stock Futures,29-Sep-2026,0,-,70300,75908,-5608,-7.39,232.13,230.68,0.63,7058,38553.19572,232.15
SBIN,Stock Futures,29-Sep-2026,0,-,99254,104280,-5026,-4.82,993.1,987.8,0.54,8470,63111.45225,994.1
DIXON,Stock Futures,29-Sep-2026,0,-,50764,55701,-4937,-8.86,13196.0,13066.0,0.99,7930,52224.8389,13200.0
AMBUJACEM,Stock Futures,29-Sep-2026,0,-,68925,73062,-4137,-5.66,392.5,387.2,1.37,5246,24656.40984,392.75
INDUSINDBK,Stock Futures,29-Sep-2026,0,-,48891,53022,-4131,-7.79,965.6,956.6,0.94,6090,41136.2448,959.3
CANBK,Stock Futures,29-Sep-2026,0,-,44235,48181,-3946,-8.19,126.15,123.07,2.5,5317,45020.1024,126.0
INDUSTOWER,Stock Futures,29-Sep-2026,0,-,41399,45024,-3625,-8.05,386.25,381.85,1.15,5423,35547.00578,384.8
RECLTD,Stock Futures,29-Sep-2026,0,-,26471,30008,-3537,-11.79,312.2,308.45,1.22,5395,26513.57913,311.5
BSE,Stock Futures,29-Sep-2026,0,-,52244,55747,-3503,-6.28,3275.0,3235.7,1.21,11131,72491.7506,3270.7
NIFTY,Index Options,29-Sep-2026,23200,Call,22645,25962,-3317,-12.78,287.0,249.45,15.05,199374,35463.15181,23446.8
BANKNIFTY,Index Options,27-Oct-2026,56200,Call,884,4191,-3307,-78.91,1279.95,1199.3,6.72,5570,2095.25019,56548.9
BEL,Stock Futures,29-Sep-2026,0,-,56111,59271,-3160,-5.33,398.35,396.95,0.35,5059,28693.56031,396.05
